Time_seq	Hour	Pond	Treatment	Chlorophyll_RFU	Cond_uScm	BGAPC_RFU	ODO_mgL	pH	fDOM_RFU	SpCond_uScm	Temp_C
2	0	B2P3	D	0.52	38.35	-1.3	10.11	7.13	-0.15	50.3	12.57
2	1	B2P3	D	0.54	38.16	-1.29	10.09	7.1	-0.14	50.3	12.36
2	2	B2P3	D	0.55	37.95	-1.3	10.09	7.1	-0.13	50.27	12.18
2	3	B2P3	D	0.56	37.78	-1.29	10.09	7.08	-0.12	50.2	12.02
2	4	B2P3	D	0.6	37.65	-1.27	10.09	7.07	-0.11	50.2	11.89
2	5	B2P3	D	0.58	37.49	-1.28	10.1	7.06	-0.1	50.2	11.76
2	6	B2P3	D	0.55	37.35	-1.27	10.12	7.06	-0.1	50.17	11.64
2	7	B2P3	D	0.55	37.23	-1.28	10.15	7.07	-0.09	50.1	11.53
2	8	B2P3	D	0.46	37.15	-1.27	10.18	7.08	-0.09	50.1	11.45
2	9	B2P3	D	0.28	37.1	-1.28	10.21	7.09	-0.09	50.1	11.41
2	10	B2P3	D	0.23	37.1	-1.28	10.24	7.1	-0.09	50.1	11.38
2	11	B2P3	D	0.12	37.1	-1.31	10.26	7.11	-0.1	50.1	11.41
2	12	B2P3	D	0.07	37.1	-1.3	10.29	7.12	-0.1	50.1	11.47
2	13	B2P3	D	0.05	37.18	-1.29	10.32	7.13	-0.1	50.1	11.51
2	14	B2P3	D	0.07	37.2	-1.3	10.35	7.14	-0.11	50.1	11.55
2	15	B2P3	D	0.11	37.2	-1.29	10.38	7.14	-0.11	50.01	11.57
2	16	B2P3	D	0.15	37.2	-1.28	10.4	7.15	-0.11	50	11.58
2	17	B2P3	D	0.22	37.2	-1.28	10.43	7.16	-0.11	50	11.57
2	18	B2P3	D	0.24	37.2	-1.29	10.45	7.17	-0.11	50	11.57
2	19	B2P3	D	0.33	37.2	-1.27	10.47	7.18	-0.11	50	11.57
3	20	B2P3	D	0.41	37.2	-1.28	10.49	7.19	-0.11	50.03	11.57
3	21	B2P3	D	0.56	37.12	-1.27	10.5	7.19	-0.1	50.1	11.48
3	22	B2P3	D	0.63	37.1	-1.25	10.5	7.19	-0.1	50.1	11.43
3	23	B2P3	D	0.62	37.02	-1.26	10.49	7.18	-0.1	50.1	11.37
3		B2P3	D	0.69	37	-1.3	10.48	7.18	-0.1	50.1	11.35
3	0	B2P3	D	0.62	37	-1.25	10.48	7.17	-0.09	50.1	11.32
3	1	B2P3	D	0.66	37	-1.25	10.47	7.17	-0.09	50.1	11.27
3	2	B2P3	D	0.67	36.94	-1.25	10.46	7.16	-0.08	50.1	11.24
3	3	B2P3	D	0.67	36.9	-1.22	10.44	7.16	-0.08	50.1	11.2
3	4	B2P3	D	0.73	36.9	-1.25	10.43	7.15	-0.08	50.1	11.16
3	5	B2P3	D	0.68	36.9	-1.25	10.42	7.15	-0.08	50.1	11.15
3	6	B2P3	D	0.51	36.9	-1.27	10.41	7.15	-0.07	50.1	11.14
3	7	B2P3	D	0.22	36.9	-1.27	10.42	7.15	-0.08	50.1	11.15
3	8	B2P3	D	0.16	36.9	-1.27	10.44	7.16	-0.08	50.1	11.16
3	9	B2P3	D	0.1	36.91	-1.28	10.46	7.17	-0.09	50.1	11.2
3	10	B2P3	D	0.02	37.04	-1.3	10.47	7.17	-0.1	50.1	11.33
3	11	B2P3	D	0.08	37.07	-1.27	10.49	7.17	-0.11	50.1	11.36
3	12	B2P3	D	-0.06	37.15	-1.3	10.5	7.18	-0.11	50.1	11.44
3	13	B2P3	D	-0.09	37.44	-1.31	10.52	7.18	-0.13	50.1	11.75
3	14	B2P3	D	-0.09	37.74	-1.32	10.54	7.19	-0.15	50.1	12.06
3	15	B2P3	D	-0.11	37.84	-1.32	10.54	7.19	-0.16	50.1	12.16
3	16	B2P3	D	-0.1	37.98	-1.34	10.55	7.19	-0.17	50.1	12.32
3	17	B2P3	D	-0.09	38.18	-1.34	10.56	7.2	-0.18	50.1	12.49
3	18	B2P3	D	-0.05	38.2	-1.32	10.56	7.2	-0.19	50.1	12.53
3	19	B2P3	D	0.07	38.2	-1.33	10.62	7.24	-0.18	50.1	12.59
4	20	B2P3	D	0.27	38.21	-1.31	10.6	7.23	-0.19	50.1	12.59
4	21	B2P3	D	0.41	38.3	-1.3	10.57	7.21	-0.2	50.1	12.67
4	22	B2P3	D	0.51	38.3	-1.31	10.57	7.21	-0.19	50.1	12.6
4	23	B2P3	D	0.5	38.3	-1.29	10.56	7.2	-0.19	50.1	12.61
4		B2P3	D	0.49	38.3	-1.29	10.55	7.2	-0.19	50.1	12.64
4	0	B2P3	D	0.57	38.3	-1.28	10.55	7.2	-0.19	50.11	12.63
4	1	B2P3	D	0.5	38.37	-1.29	10.48	7.2	-0.17	50.22	12.65
4	2	B2P3	D	0.41	38.4	-1.29	10.33	7.21	-0.16	50.39	12.59
4	3	B2P3	D	0.5	38.4	-1.3	10.45	7.2	-0.17	50.3	12.6
4	4	B2P3	D	0.57	38.32	-1.29	10.46	7.19	-0.17	50.3	12.55
4	5	B2P3	D	0.5	38.24	-1.3	10.48	7.19	-0.16	50.3	12.5
4	6	B2P3	D	0.5	38.2	-1.3	10.45	7.19	-0.16	50.3	12.46
4	7	B2P3	D	0.56	38.14	-1.29	10.44	7.18	-0.16	50.2	12.4
4	8	B2P3	D	0.62	38.03	-1.29	10.47	7.18	-0.16	50.2	12.34
4	9	B2P3	D	0.52	37.98	-1.29	10.47	7.19	-0.15	50.14	12.3
4	10	B2P3	D	0.59	37.82	-1.29	10.49	7.18	-0.15	50.1	12.19
4	11	B2P3	D	0.55	37.72	-1.28	10.49	7.18	-0.14	50.1	12.09
4	12	B2P3	D	0.49	37.63	-1.29	10.5	7.18	-0.14	50.05	12.02
4	13	B2P3	D	0.41	37.6	-1.29	10.52	7.19	-0.14	50	11.98
4	14	B2P3	D	0.54	37.54	-1.28	10.53	7.2	-0.13	50	11.95
4	15	B2P3	D	0.59	37.5	-1.28	10.54	7.2	-0.13	50	11.9
4	16	B2P3	D	0.56	37.47	-1.28	10.54	7.2	-0.13	50	11.86
4	17	B2P3	D	0.54	37.4	-1.28	10.55	7.21	-0.13	50	11.84
4	18	B2P3	D	0.61	37.4	-1.28	10.56	7.21	-0.13	50	11.79
4	19	B2P3	D	0.65	37.32	-1.27	10.56	7.21	-0.12	50	11.75
5	20	B2P3	D	0.78	37.3	-1.25	10.55	7.21	-0.12	50	11.71
5	21	B2P3	D	0.89	37.27	-1.25	10.55	7.21	-0.12	49.96	11.69
5	22	B2P3	D	0.8	37.2	-1.25	10.53	7.2	-0.11	49.9	11.68
5	23	B2P3	D	0.78	37.2	-1.24	10.52	7.19	-0.11	49.9	11.66
5		B2P3	D	0.69	37.2	-1.28	10.51	7.19	-0.11	49.9	11.64
5	0	B2P3	D	0.74	37.11	-1.25	10.5	7.18	-0.11	49.89	11.63
5	1	B2P3	D	0.81	37.08	-1.24	10.49	7.17	-0.1	49.8	11.59
5	2	B2P3	D	0.82	37	-1.24	10.47	7.16	-0.1	49.8	11.57
0	20	B2P4	NF	-0.06	40.65	-0.65	10.71	6.6	1.14	53.88	12.15
0	21	B2P4	NF	-0.03	40.52	-0.66	10.67	6.59	1.08	53.63	12.21
0	22	B2P4	NF	-0.02	40.49	-0.65	10.67	6.59	1.1	53.67	12.15
0	23	B2P4	NF	-0.03	40.71	-0.65	10.66	6.59	1.09	53.98	12.14
0	0	B2P4	NF	-0.03	40.8	-0.65	10.64	6.59	1.07	54.01	12.19
0	1	B2P4	NF	-0.02	40.69	-0.65	10.64	6.58	1.08	53.88	12.19
0	2	B2P4	NF	-0.03	40.63	-0.64	10.64	6.58	1.13	53.94	12.09
0	3	B2P4	NF	-0.02	40.72	-0.65	10.64	6.58	1.13	53.94	12.17
0	4	B2P4	NF	-0.03	40.69	-0.65	10.64	6.57	1.12	53.84	12.21
0	5	B2P4	NF	-0.03	40.79	-0.66	10.53	6.59	1.1	53.67	12.43
0	6	B2P4	NF	-0.04	40.73	-0.65	10.56	6.59	1.15	53.82	12.27
0	7	B2P4	NF	-0.04	40.5	-0.65	10.63	6.57	1.17	53.76	12.09
0	8	B2P4	NF	-0.04	40.63	-0.65	10.54	6.57	1.19	53.84	12.15
0	9	B2P4	NF	-0.06	40.87	-0.65	10.45	6.58	1.18	53.88	12.36
0	10	B2P4	NF	-0.12	40.91	-0.65	10.46	6.6	1.07	53.76	12.47
0	11	B2P4	NF	-0.14	40.57	-0.66	10.59	6.59	1.12	53.48	12.36
0	12	B2P4	NF	-0.12	40.63	-0.65	10.59	6.59	1.09	53.48	12.42
0	13	B2P4	NF	-0.11	40.49	-0.66	10.65	6.59	1.13	53.43	12.32
0	14	B2P4	NF	-0.1	40.83	-0.66	10.51	6.61	1.03	53.29	12.75
0	15	B2P4	NF	-0.08	41	-0.66	10.6	6.62	1.04	53.13	13.04
0	16	B2P4	NF	-0.08	40.83	-0.65	10.6	6.62	1.03	52.94	13.02
0	17	B2P4	NF	-0.07	40.88	-0.67	10.57	6.64	0.98	52.91	13.1
0	18	B2P4	NF	-0.06	40.81	-0.65	10.56	6.65	0.98	52.85	13.07
0	19	B2P4	NF	-0.05	40.75	-0.66	10.55	6.65	0.98	52.93	12.96
1	20	B2P4	NF	-0.03	40.83	-0.65	10.55	6.65	1	53.19	12.84
1	21	B2P4	NF	-0.02	40.82	-0.66	10.54	6.65	1.01	53.28	12.77
1	22	B2P4	NF	0	40.62	-0.63	10.53	6.64	1.03	53.15	12.66
1	23	B2P4	NF	0.02	40.47	-0.66	10.52	6.64	1.04	53.1	12.56
1	0	B2P4	NF	0.02	40.51	-0.63	10.51	6.64	1.05	53.26	12.47
1	1	B2P4	NF	0.01	40.53	-0.66	10.51	6.63	1.07	53.39	12.39
1	2	B2P4	NF	0.02	40.41	-0.66	10.5	6.62	1.09	53.32	12.33
1	3	B2P4	NF	0.01	40.4	-0.65	10.48	6.62	1.09	53.43	12.27
1	4	B2P4	NF	-0.02	40.38	-0.65	10.48	6.62	1.1	53.4	12.24
1	5	B2P4	NF	-0.02	40.3	-0.65	10.49	6.61	1.1	53.32	12.21
1	6	B2P4	NF	-0.03	40.3	-0.65	10.5	6.61	1.1	53.3	12.19
1	7	B2P4	NF	-0.09	40.22	-0.64	10.5	6.61	1.1	53.25	12.2
1	8	B2P4	NF	-0.09	40.21	-0.64	10.5	6.62	1.07	53.2	12.22
1	9	B2P4	NF	-0.13	40.27	-0.65	10.51	6.61	1.06	53.2	12.27
1	10	B2P4	NF	-0.14	40.34	-0.64	10.54	6.61	1.03	53.04	12.45
1	11	B2P4	NF	-0.14	40.38	-0.66	10.54	6.61	1.02	53.06	12.49
1	12	B2P4	NF	-0.11	40.17	-0.65	10.53	6.6	1.08	52.98	12.34
1	13	B2P4	NF	-0.11	40.13	-0.66	10.55	6.61	1.06	52.84	12.41
1	14	B2P4	NF	-0.09	40.29	-0.66	10.57	6.62	1.02	52.82	12.57
1	15	B2P4	NF	-0.08	39.95	-0.65	10.56	6.61	1.01	52.35	12.6
1	16	B2P4	NF	-0.06	39.71	-0.67	10.57	6.58	1.1	52.27	12.4
1	17	B2P4	NF	-0.04	39.6	-0.65	10.58	6.59	1.13	52.29	12.28
1	18	B2P4	NF	-0.05	39.6	-0.66	10.57	6.6	1.1	52.2	12.37
1	19	B2P4	NF	-0.03	39.5	-0.64	10.59	6.61	1.14	52.3	12.19
2	20	B2P4	NF	-0.01	39.41	-0.65	10.6	6.61	1.19	52.39	12.03
2	21	B2P4	NF	-0.01	39.25	-0.65	10.61	6.6	1.23	52.4	11.9
2	22	B2P4	NF	0.01	39.12	-0.64	10.62	6.6	1.26	52.4	11.76
2	23	B2P4	NF	0	38.95	-0.63	10.63	6.59	1.3	52.4	11.59
2	0	B2P4	NF	0.02	38.84	-0.62	10.63	6.58	1.35	52.4	11.44
2	1	B2P4	NF	0	38.66	-0.63	10.64	6.57	1.37	52.4	11.28
2	2	B2P4	NF	0	38.53	-0.64	10.66	6.56	1.43	52.49	11.09
2	3	B2P4	NF	0.02	38.42	-0.62	10.67	6.56	1.46	52.5	10.96
2	4	B2P4	NF	0.02	38.32	-0.63	10.68	6.55	1.5	52.56	10.82
2	5	B2P4	NF	0.01	38.22	-0.63	10.68	6.55	1.51	52.6	10.71
2	6	B2P4	NF	0.01	38.14	-0.64	10.69	6.55	1.53	52.6	10.62
2	7	B2P4	NF	0	38.1	-0.63	10.7	6.55	1.55	52.6	10.55
2	8	B2P4	NF	-0.01	38.1	-0.63	10.71	6.55	1.56	52.69	10.49
2	9	B2P4	NF	-0.02	38.1	-0.64	10.72	6.56	1.56	52.7	10.45
2	10	B2P4	NF	-0.02	38.08	-0.63	10.73	6.56	1.56	52.73	10.44
2	11	B2P4	NF	-0.04	38.11	-0.63	10.74	6.56	1.55	52.85	10.44
2	12	B2P4	NF	-0.05	38.1	-0.61	10.75	6.57	1.52	52.77	10.49
2	13	B2P4	NF	-0.06	38.1	-0.63	10.79	6.57	1.48	52.66	10.55
2	14	B2P4	NF	-0.07	38.1	-0.64	10.81	6.58	1.47	52.6	10.6
2	15	B2P4	NF	-0.04	38.1	-0.63	10.84	6.59	1.47	52.58	10.64
2	16	B2P4	NF	-0.04	38.1	-0.64	10.85	6.59	1.47	52.5	10.63
2	17	B2P4	NF	0	38.1	-0.63	10.85	6.6	1.48	52.56	10.6
2	18	B2P4	NF	-0.01	38.1	-0.63	10.85	6.61	1.47	52.6	10.57
2	19	B2P4	NF	0.01	38.1	-0.64	10.86	6.6	1.47	52.6	10.56
3	20	B2P4	NF	0.03	38.1	-0.63	10.86	6.61	1.47	52.6	10.53
3	21	B2P4	NF	0.03	38.1	-0.62	10.85	6.61	1.48	52.63	10.49
3	22	B2P4	NF	0.05	38.08	-0.63	10.84	6.6	1.49	52.7	10.46
3	23	B2P4	NF	0.06	38.1	-0.61	10.84	6.59	1.52	52.78	10.45
3	0	B2P4	NF	0.08	38.13	-0.62	10.83	6.59	1.52	52.84	10.44
3	1	B2P4	NF	0.06	38.06	-0.64	10.83	6.59	1.52	52.77	10.4
3	2	B2P4	NF	0.05	38.09	-0.62	10.82	6.59	1.53	52.78	10.37
3	3	B2P4	NF	0.06	38.1	-0.63	10.81	6.59	1.53	52.88	10.35
3	4	B2P4	NF	0.06	38.1	-0.62	10.81	6.59	1.55	52.9	10.33
3	5	B2P4	NF	0.04	38	-0.64	10.8	6.58	1.54	52.9	10.31
3	6	B2P4	NF	0.03	38	-0.64	10.8	6.58	1.54	52.89	10.29
3	7	B2P4	NF	-0.01	38	-0.63	10.81	6.58	1.54	52.86	10.3
3	8	B2P4	NF	-0.04	38	-0.63	10.82	6.58	1.52	52.8	10.31
3	9	B2P4	NF	-0.07	38	-0.63	10.83	6.59	1.49	52.8	10.33
3	10	B2P4	NF	-0.08	38.07	-0.63	10.85	6.59	1.44	52.73	10.45
3	11	B2P4	NF	-0.07	38.18	-0.63	10.86	6.6	1.38	52.6	10.65
3	12	B2P4	NF	-0.11	38.19	-0.64	10.89	6.6	1.4	52.6	10.67
3	13	B2P4	NF	-0.15	38.44	-0.63	10.91	6.61	1.32	52.6	10.94
3	14	B2P4	NF	-0.14	38.6	-0.64	10.91	6.61	1.34	52.63	11.07
3	15	B2P4	NF	-0.13	38.39	-0.63	10.88	6.6	1.4	52.66	10.82
3	16	B2P4	NF	-0.14	38.59	-0.64	10.88	6.6	1.25	52.7	11.01
3	17	B2P4	NF	-0.12	38.74	-0.63	10.9	6.61	1.24	52.7	11.12
3	18	B2P4	NF	-0.11	38.67	-0.65	10.9	6.61	1.27	52.7	11.05
3	19	B2P4	NF	-0.05	38.81	-0.63	10.9	6.61	1.25	52.7	11.17
4	20	B2P4	NF	-0.02	38.68	-0.64	10.9	6.61	1.32	52.74	11.04
4	21	B2P4	NF	-0.01	38.83	-0.64	10.91	6.61	1.31	52.8	11.14
4	22	B2P4	NF	-0.01	38.87	-0.64	10.89	6.6	1.24	52.8	11.19
4	23	B2P4	NF	0.01	38.77	-0.64	10.9	6.6	1.28	52.74	11.14
4	0	B2P4	NF	0.03	38.8	-0.62	10.9	6.6	1.28	52.7	11.19
4	1	B2P4	NF	0.03	38.8	-0.63	10.91	6.6	1.33	52.7	11.2
4	2	B2P4	NF	0.03	38.74	-0.63	10.93	6.6	1.44	52.7	11.13
4	3	B2P4	NF	0.07	38.7	-0.63	10.92	6.6	1.43	52.7	11.13
4	4	B2P4	NF	0.04	38.7	-0.63	10.9	6.6	1.35	52.7	11.15
4	5	B2P4	NF	0.01	38.7	-0.64	10.87	6.59	1.36	52.7	11.09
4	6	B2P4	NF	-0.01	38.77	-0.63	10.87	6.59	1.3	52.7	11.16
4	7	B2P4	NF	0	38.66	-0.63	10.86	6.58	1.31	52.64	11.1
4	8	B2P4	NF	-0.02	38.91	-0.65	10.78	6.6	1.26	52.6	11.31
4	9	B2P4	NF	-0.03	38.84	-0.64	10.76	6.6	1.27	52.6	11.28
4	10	B2P4	NF	0	38.47	-0.63	10.86	6.58	1.38	52.57	10.97
4	11	B2P4	NF	-0.03	38.57	-0.63	10.82	6.59	1.3	52.43	11.15
4	12	B2P4	NF	-0.01	38.49	-0.64	10.8	6.6	1.33	52.4	11.08
4	13	B2P4	NF	-0.02	38.4	-0.63	10.81	6.6	1.34	52.4	11.01
4	14	B2P4	NF	0	38.34	-0.63	10.82	6.6	1.35	52.4	10.96
4	15	B2P4	NF	0.01	38.3	-0.63	10.82	6.61	1.37	52.4	10.92
4	16	B2P4	NF	0.04	38.3	-0.63	10.83	6.61	1.38	52.4	10.88
4	17	B2P4	NF	0.03	38.26	-0.63	10.83	6.61	1.38	52.4	10.86
4	18	B2P4	NF	0.03	38.2	-0.64	10.83	6.61	1.38	52.4	10.85
4	19	B2P4	NF	0.04	38.2	-0.64	10.83	6.61	1.4	52.4	10.82
5	20	B2P4	NF	0.05	38.2	-0.64	10.83	6.61	1.42	52.43	10.78
5	21	B2P4	NF	0.1	38.2	-0.64	10.82	6.61	1.41	52.5	10.76
5	22	B2P4	NF	0.11	38.2	-0.63	10.82	6.61	1.41	52.5	10.75
5	23	B2P4	NF	0.1	38.2	-0.62	10.82	6.61	1.42	52.49	10.74
5	0	B2P4	NF	0.1	38.1	-0.63	10.81	6.61	1.42	52.4	10.72
5	1	B2P4	NF	0.1	38.1	-0.62	10.8	6.6	1.43	52.4	10.7
5	2	B2P4	NF	0.09	38.1	-0.62	10.79	6.6	1.45	52.4	10.68
0	20	B3P0	NF	-0.33	64.76	-0.56		6.68	0.09	81.01	14.5
0	21	B3P0	NF	-0.33	64.86	-0.56		6.67	0.08	81.08	14.54
0	22	B3P0	NF	-0.31	64.92	-0.57		6.67	0.07	81.12	14.55
0	23	B3P0	NF	-0.3	65.03	-0.56		6.68	0.07	81.2	14.59
0		B3P0	NF	-0.35	65	-0.57		6.67	0.08	81.2	14.53
0	0	B3P0	NF	-0.3	64.98	-0.56		6.67	0.08	81.2	14.53
0	1	B3P0	NF	-0.31	64.85	-0.56		6.66	0.09	81.2	14.47
0	2	B3P0	NF	-0.29	64.72	-0.55		6.66	0.1	81.2	14.39
0	3	B3P0	NF	-0.32	64.61	-0.54		6.66	0.11	81.2	14.32
0	4	B3P0	NF	-0.32	64.47	-0.57		6.64	0.13	81.1	14.25
0	5	B3P0	NF	-0.33	64.38	-0.55		6.64	0.13	81.1	14.19
0	6	B3P0	NF	-0.32	64.3	-0.57		6.63	0.14	81.1	14.14
0	7	B3P0	NF	-0.33	64.22	-0.56		6.64	0.15	81.1	14.09
0	8	B3P0	NF	-0.33	64.2	-0.55		6.64	0.17	81.1	14.06
0	9	B3P0	NF	-0.35	64.13	-0.57		6.64	0.15	81.1	14.05
0	10	B3P0	NF	-0.36	64.23	-0.56		6.64	0.14	81.1	14.11
0	11	B3P0	NF	-0.35	64.36	-0.58		6.64	0.12	81.1	14.19
0	12	B3P0	NF	-0.35	64.48	-0.57		6.65	0.09	81.1	14.28
0	13	B3P0	NF	-0.36	64.65	-0.58		6.66	0.09	81.1	14.38
0	14	B3P0	NF	-0.34	64.89	-0.6		6.67	0.08	81.1	14.53
0	15	B3P0	NF	-0.34	64.83	-0.57		6.66	0.09	81.1	14.47
0	16	B3P0	NF	-0.33	64.96	-0.56		6.68	0.09	81.2	14.55
0	17	B3P0	NF	-0.33	65	-0.57		6.68	0.08	81.2	14.57
0	18	B3P0	NF	-0.32	65	-0.56		6.69	0.08	81.2	14.58
0	19	B3P0	NF	-0.32	64.92	-0.57		6.69	0.08	81.2	14.53
1	20	B3P0	NF	-0.27	64.86	-0.54		6.7	0.1	81.2	14.48
1	21	B3P0	NF	-0.28	64.85	-0.56		6.7	0.11	81.2	14.46
1	22	B3P0	NF	-0.26	64.76	-0.55		6.7	0.12	81.2	14.41
1	23	B3P0	NF	-0.26	64.65	-0.56		6.69	0.12	81.2	14.33
1		B3P0	NF	-0.26	64.6	-0.57		6.69	0.15	81.2	14.28
1	0	B3P0	NF	-0.28	64.49	-0.58		6.68	0.13	81.2	14.23
1	1	B3P0	NF	-0.27	64.39	-0.57		6.68	0.14	81.2	14.15
1	2	B3P0	NF	-0.25	64.3	-0.55		6.67	0.16	81.2	14.09
1	3	B3P0	NF	-0.28	64.21	-0.57		6.66	0.17	81.2	14.04
1	4	B3P0	NF	-0.3	64.15	-0.56		6.66	0.17	81.2	14
1	5	B3P0	NF	-0.3	64.1	-0.56		6.65	0.18	81.2	13.96
1	6	B3P0	NF	-0.31	64.1	-0.57		6.65	0.18	81.2	13.94
1	7	B3P0	NF	-0.32	64.1	-0.54		6.65	0.17	81.2	13.94
1	8	B3P0	NF	-0.33	64.1	-0.58		6.65	0.15	81.2	13.96
1	9	B3P0	NF	-0.35	64.2	-0.55		6.65	0.13	81.2	14.02
1	10	B3P0	NF	-0.35	64.3	-0.58		6.65	0.12	81.2	14.09
1	11	B3P0	NF	-0.35	64.45	-0.56		6.66	0.11	81.2	14.2
1	12	B3P0	NF	-0.32	64.82	-0.58		6.67	0.09	81.2	14.42
1	13	B3P0	NF	-0.32	64.9	-0.57		6.68	0.09	81.2	14.46
1	14	B3P0	NF	-0.3	64.88	-0.57		6.68	0.09	81.2	14.47
1	15	B3P0	NF	-0.32	64.61	-0.57		6.66	0.11	81.2	14.3
1	16	B3P0	NF	-0.31	64.44	-0.55		6.67	0.12	81.2	14.19
1	17	B3P0	NF	-0.29	64.28	-0.55		6.68	0.13	81.2	14.1
1	18	B3P0	NF	-0.3	64.09	-0.57		6.67	0.14	81.2	13.99
1	19	B3P0	NF	-0.29	63.85	-0.55		6.68	0.16	81.12	13.85
2	20	B3P0	NF	-0.28	63.52	-0.55		6.68	0.19	81.09	13.66
2	21	B3P0	NF	-0.29	63.38	-0.55		6.68	0.19	81.1	13.58
2	22	B3P0	NF	-0.28	63.1	-0.54		6.66	0.21	81	13.41
2	23	B3P0	NF	-0.29	62.81	-0.53		6.65	0.23	81	13.25
2		B3P0	NF	-0.32	62.7	-0.56		6.65	0.2	80.9	13.19
2	0	B3P0	NF	-0.28	62.54	-0.53		6.63	0.26	80.9	13.1
2	1	B3P0	NF	-0.28	62.24	-0.54		6.62	0.28	80.9	12.93
2	2	B3P0	NF	-0.27	61.97	-0.51		6.61	0.3	80.88	12.77
2	3	B3P0	NF	-0.27	61.7	-0.52		6.6	0.32	80.8	12.61
2	4	B3P0	NF	-0.27	61.43	-0.52		6.6	0.33	80.8	12.46
2	5	B3P0	NF	-0.27	61.24	-0.52		6.59	0.34	80.71	12.35
2	6	B3P0	NF	-0.29	61.04	-0.51		6.58	0.36	80.7	12.24
2	7	B3P0	NF	-0.29	60.91	-0.52		6.59	0.36	80.7	12.16
2	8	B3P0	NF	-0.29	60.8	-0.52		6.59	0.37	80.7	12.1
2	9	B3P0	NF	-0.29	60.7	-0.52		6.6	0.36	80.7	12.07
2	10	B3P0	NF	-0.29	60.7	-0.53		6.6	0.36	80.7	12.06
2	11	B3P0	NF	-0.3	60.78	-0.51		6.61	0.35	80.7	12.09
2	12	B3P0	NF	-0.31	60.87	-0.53		6.61	0.35	80.7	12.14
2	13	B3P0	NF	-0.31	60.9	-0.51		6.62	0.34	80.7	12.17
2	14	B3P0	NF	-0.32	60.97	-0.5		6.63	0.33	80.7	12.22
2	15	B3P0	NF	-0.29	61.02	-0.51		6.63	0.33	80.7	12.26
2	16	B3P0	NF	-0.28	61.1	-0.51		6.65	0.34	80.7	12.29
2	17	B3P0	NF	-0.27	61.1	-0.51		6.66	0.34	80.7	12.29
2	18	B3P0	NF	-0.27	61.1	-0.52		6.66	0.33	80.7	12.3
2	19	B3P0	NF	-0.27	61.1	-0.5		6.66	0.33	80.7	12.29
3	20	B3P0	NF	-0.25	61.13	-0.51		6.66	0.33	80.7	12.3
3	21	B3P0	NF	-0.26	61	-0.5		6.67	0.35	80.7	12.24
3	22	B3P0	NF	-0.25	60.97	-0.52		6.67	0.36	80.7	12.19
3	23	B3P0	NF	-0.22	60.87	-0.51		6.67	0.37	80.7	12.12
3		B3P0	NF	-0.28	60.8	-0.56		6.67	0.35	80.7	12.1
3	0	B3P0	NF	-0.22	60.8	-0.5		6.66	0.37	80.7	12.07
3	1	B3P0	NF	-0.24	60.74	-0.5		6.66	0.38	80.77	12.03
3	2	B3P0	NF	-0.24	60.7	-0.52		6.66	0.39	80.8	11.99
3	3	B3P0	NF	-0.24	60.63	-0.52		6.65	0.39	80.8	11.95
3	4	B3P0	NF	-0.26	60.6	-0.5		6.65	0.4	80.8	11.91
3	5	B3P0	NF	-0.25	60.52	-0.52		6.64	0.4	80.8	11.88
3	6	B3P0	NF	-0.27	60.5	-0.51		6.64	0.41	80.8	11.86
3	7	B3P0	NF	-0.29	60.5	-0.53		6.64	0.4	80.8	11.86
3	8	B3P0	NF	-0.29	60.5	-0.51		6.64	0.4	80.8	11.87
3	9	B3P0	NF	-0.33	60.58	-0.53		6.64	0.39	80.8	11.9
3	10	B3P0	NF	-0.35	60.72	-0.52		6.64	0.35	80.8	12
3	11	B3P0	NF	-0.31	60.94	-0.52		6.64	0.33	80.8	12.14
3	12	B3P0	NF	-0.35	60.97	-0.53		6.65	0.33	80.8	12.16
3	13	B3P0	NF	-0.37	61.29	-0.53		6.65	0.29	80.8	12.36
3	14	B3P0	NF	-0.36	61.69	-0.53		6.65	0.25	80.8	12.62
3	15	B3P0	NF	-0.36	61.96	-0.53		6.66	0.22	80.8	12.8
3	16	B3P0	NF	-0.36	61.84	-0.51		6.66	0.24	80.8	12.73
3	17	B3P0	NF	-0.35	62.26	-0.54		6.66	0.19	80.8	12.98
3	18	B3P0	NF	-0.35	62.29	-0.52		6.66	0.19	80.8	13.01
3	19	B3P0	NF	-0.32	62.35	-0.52		6.66	0.19	80.8	13.05
4	20	B3P0	NF	-0.32	62.44	-0.52		6.67	0.19	80.79	13.07
4	21	B3P0	NF	-0.25	62.37	-0.51		6.67	0.19	80.8	13.11
4	22	B3P0	NF	-0.25	62.41	-0.52		6.66	0.19	80.8	13.08
4	23	B3P0	NF	-0.24	62.56	-0.51		6.68	0.21	80.85	13.15
4		B3P0	NF	-0.19	62.8	-0.48		6.68	0.22	81	13.22
4	0	B3P0	NF	-0.22	62.61	-0.53		6.69	0.22	80.94	13.14
4	1	B3P0	NF	-0.25	62.49	-0.51		6.68	0.24	80.9	13.05
4	2	B3P0	NF	-0.26	62.48	-0.53		6.67	0.24	80.9	13.06
4	3	B3P0	NF	-0.25	62.34	-0.51		6.67	0.24	80.9	13
4	4	B3P0	NF	-0.27	62.19	-0.54		6.65	0.25	80.9	12.91
4	5	B3P0	NF	-0.28	62.04	-0.52		6.65	0.27	80.9	12.81
4	6	B3P0	NF	-0.27	62	-0.52		6.65	0.28	80.9	12.77
