Time_seq,Hour,Pond,Treatment,Chlorophyll_RFU,Cond_uScm,BGAPC_RFU,ODO_mgL,pH,fDOM_RFU,SpCond_uScm,Temp_C
0,9,B2P2,S,0.26,37.34,-1.15,11.76,7.29,5.04,57.5,6.63
0,10,B2P2,S,0.08,37.43,-1.19,11.76,7.3,4.97,57.5,6.69
0,11,B2P2,S,-0.02,37.51,-1.21,11.77,7.3,4.86,57.44,6.82
0,12,B2P2,S,0.02,37.72,-1.22,11.93,7.39,4.83,57.31,7.11
0,13,B2P2,S,0.1,38.16,-1.2,11.87,7.35,4.62,57.3,7.47
0,14,B2P2,S,0.04,38.22,-1.21,11.94,7.4,4.58,57.3,7.58
0,15,B2P2,S,0.12,38.38,-1.17,11.96,7.44,4.53,57.3,7.73
0,16,B2P2,S,0.24,38.3,-1.18,11.97,7.44,4.56,57.3,7.64
0,17,B2P2,S,0.4,38.22,-1.15,12,7.46,4.68,57.3,7.55
0,18,B2P2,S,0.49,38.14,-1.14,12.01,7.49,4.74,57.3,7.46
0,19,B2P2,S,0.72,38.15,-1.09,12,7.47,4.7,57.31,7.5
1,20,B2P2,S,0.91,38.2,-1.01,12.02,7.5,4.68,57.41,7.54
1,21,B2P2,S,0.91,38.2,-1.05,11.99,7.49,4.69,57.44,7.48
1,22,B2P2,S,0.89,38.18,-1.04,11.95,7.45,4.73,57.5,7.39
1,23,B2P2,S,0.87,38.05,-1.06,11.93,7.4,4.76,57.5,7.29
1,0,B2P2,S,0.87,37.95,-1.04,11.93,7.39,4.82,57.5,7.19
1,1,B2P2,S,0.93,37.82,-1.03,11.92,7.38,4.91,57.5,7.09
1,2,B2P2,S,0.95,37.8,-1.03,11.91,7.37,4.88,57.5,7.06
1,3,B2P2,S,0.95,37.8,-1.01,11.85,7.33,4.88,57.5,7.02
1,4,B2P2,S,0.95,37.75,-1.01,11.79,7.29,4.88,57.5,6.99
1,5,B2P2,S,0.95,37.68,-1,11.79,7.29,4.94,57.5,6.93
1,6,B2P2,S,0.96,37.58,-1.01,11.77,7.27,4.97,57.5,6.87
1,7,B2P2,S,0.95,37.51,-1.03,11.76,7.27,5,57.5,6.84
1,8,B2P2,S,0.74,37.5,-1.09,11.73,7.26,4.98,57.5,6.81
1,9,B2P2,S,0.61,37.5,-1.11,11.73,7.26,4.98,57.5,6.79
1,10,B2P2,S,0.4,37.5,-1.14,11.76,7.3,4.95,57.5,6.74
1,11,B2P2,S,0.28,37.5,-1.16,11.77,7.34,4.93,57.4,6.77
1,12,B2P2,S,0.18,37.5,-1.19,11.79,7.32,4.87,57.41,6.83
1,13,B2P2,S,0.11,37.52,-1.21,11.81,7.32,4.81,57.35,6.91
1,14,B2P2,S,0.08,37.83,-1.23,11.87,7.34,4.65,57.29,7.24
1,15,B2P2,S,0.15,37.94,-1.18,11.92,7.37,4.58,57.2,7.35
1,16,B2P2,S,0.36,38,-1.19,11.98,7.42,4.59,57.2,7.43
1,17,B2P2,S,0.4,37.88,-1.18,12,7.45,4.7,57.19,7.33
1,18,B2P2,S,0.58,37.76,-1.14,11.95,7.43,4.77,57.3,7.14
1,19,B2P2,S,0.74,37.8,-1.06,11.93,7.38,4.78,57.3,7.15
2,20,B2P2,S,0.81,37.8,-1.03,11.9,7.37,4.77,57.3,7.12
2,21,B2P2,S,0.82,37.8,-1.06,11.9,7.35,4.73,57.31,7.18
2,22,B2P2,S,0.96,37.8,-1.03,11.98,7.41,4.71,57.26,7.25
2,23,B2P2,S,0.89,37.8,-1.04,11.98,7.41,4.72,57.3,7.23
2,0,B2P2,S,0.93,37.8,-1.03,11.96,7.42,4.73,57.3,7.2
2,1,B2P2,S,1,37.8,-1.02,11.95,7.4,4.74,57.3,7.18
2,2,B2P2,S,0.98,37.8,-1.01,11.91,7.37,4.75,57.3,7.14
2,3,B2P2,S,0.97,37.69,-1.01,11.8,7.33,4.85,57.3,7.04
2,4,B2P2,S,0.96,37.7,-1.02,11.79,7.29,4.81,57.3,7.03
2,5,B2P2,S,0.99,37.6,-1,11.83,7.34,4.79,57.3,7.03
2,6,B2P2,S,1.07,37.55,-1,11.8,7.3,4.79,57.3,6.96
2,7,B2P2,S,0.88,37.5,-1.06,11.78,7.27,4.83,57.3,6.93
2,8,B2P2,S,0.64,37.5,-1.12,11.77,7.26,4.82,57.22,6.91
2,9,B2P2,S,0.62,37.42,-1.12,11.75,7.24,4.81,57.2,6.91
2,10,B2P2,S,0.47,37.4,-1.16,11.75,7.26,4.8,57.2,6.9
2,11,B2P2,S,0.39,37.4,-1.11,11.76,7.25,4.79,57.2,6.9
2,12,B2P2,S,0.27,37.4,-1.18,11.78,7.25,4.8,57.2,6.92
2,13,B2P2,S,0.31,37.48,-1.17,11.8,7.27,4.8,57.2,6.94
2,14,B2P2,S,0.35,37.5,-1.15,11.84,7.29,4.81,57.2,6.98
2,15,B2P2,S,0.18,37.51,-1.18,11.86,7.29,4.77,57.11,7.02
2,16,B2P2,S,0.3,37.6,-1.16,11.87,7.3,4.72,57.1,7.09
2,17,B2P2,S,0.58,37.6,-1.17,11.92,7.34,4.74,57.1,7.1
2,18,B2P2,S,0.67,37.5,-1.12,11.9,7.32,4.78,57.1,7.06
2,19,B2P2,S,1,37.5,-1.07,11.89,7.3,4.81,57.1,7.02
3,20,B2P2,S,1.03,37.5,-1.03,11.87,7.29,4.82,57.1,6.99
3,21,B2P2,S,1.04,37.49,-1.01,11.84,7.27,4.82,57.2,6.96
3,22,B2P2,S,1.08,37.4,-1.01,11.83,7.26,4.85,57.2,6.92
3,23,B2P2,S,1.04,37.35,-1.02,11.82,7.24,4.86,57.2,6.85
3,0,B2P2,S,1.05,37.3,-1.01,11.8,7.22,4.88,57.2,6.79
3,1,B2P2,S,1.07,37.3,-0.99,11.77,7.2,4.9,57.2,6.74
3,2,B2P2,S,1.08,37.3,-0.98,11.75,7.2,4.9,57.2,6.74
3,3,B2P2,S,1.06,37.3,-0.98,11.73,7.19,4.91,57.2,6.73
3,4,B2P2,S,1.01,37.26,-0.96,11.74,7.2,4.92,57.23,6.71
3,5,B2P2,S,0.99,37.2,-1,11.74,7.2,4.93,57.3,6.68
3,6,B2P2,S,1.09,37.2,-0.97,11.72,7.2,4.93,57.3,6.67
3,7,B2P2,S,0.81,37.2,-1.08,11.72,7.18,4.95,57.3,6.64
3,8,B2P2,S,0.65,37.11,-1.1,11.73,7.19,4.94,57.2,6.6
3,9,B2P2,S,0.55,37.1,-1.12,11.73,7.2,4.93,57.2,6.59
3,10,B2P2,S,0.33,37.1,-1.15,11.72,7.2,4.9,57.2,6.59
3,11,B2P2,S,0.12,37.17,-1.18,11.76,7.2,4.85,57.2,6.66
3,12,B2P2,S,0.07,37.37,-1.19,11.79,7.21,4.74,57.2,6.86
3,13,B2P2,S,0.22,37.5,-1.17,11.85,7.24,4.69,57.11,7.04
3,14,B2P2,S,0.33,37.55,-1.2,11.93,7.28,4.69,57.05,7.1
3,15,B2P2,S,0.32,37.6,-1.18,11.96,7.3,4.67,57,7.12
3,16,B2P2,S,0.17,37.6,-1.2,12.01,7.35,4.62,57,7.15
3,17,B2P2,S,0.31,37.59,-1.17,12.01,7.36,4.63,,7.11
3,18,B2P2,S,0.58,37.45,-1.14,12.06,7.37,4.65,57,7.04
3,19,B2P2,S,0.83,37.4,-1.05,12.07,7.39,4.68,57,6.97
4,20,B2P2,S,0.91,37.39,-1.03,12.03,7.39,4.72,57.09,6.9
4,21,B2P2,S,0.89,37.3,-1.01,12.02,7.35,4.74,57.1,6.84
4,22,B2P2,S,0.9,37.24,-1.03,12.01,7.35,4.78,57.1,6.77
4,23,B2P2,S,0.98,37.2,-1.01,11.96,7.3,4.85,57.18,6.74
4,0,B2P2,S,1.03,37.2,-0.97,11.89,7.25,4.9,57.2,6.7
4,1,B2P2,S,1.05,37.09,-1.01,11.89,7.32,4.88,57.2,6.59
4,2,B2P2,S,1.04,37.02,-0.97,11.89,7.28,4.89,57.2,6.55
4,3,B2P2,S,1.01,37,-0.98,11.88,7.25,4.9,57.2,6.51
4,4,B2P2,S,1.05,37,-0.96,11.88,7.25,4.91,57.2,6.47
4,5,B2P2,S,1.08,36.9,-0.98,11.86,7.24,4.93,57.3,6.4
4,6,B2P2,S,1.1,36.82,-0.97,11.84,7.21,4.95,57.3,6.31
4,7,B2P2,S,0.71,36.7,-1.06,11.85,7.22,4.96,57.27,6.19
4,8,B2P2,S,0.44,36.7,-1.12,11.83,7.2,4.92,57.3,6.21
4,9,B2P2,S,0.41,36.76,-1.11,11.84,7.21,4.92,57.3,6.23
4,10,B2P2,S,0.2,36.8,-1.15,11.88,7.24,4.84,57.27,6.27
4,11,B2P2,S,0.09,36.8,-1.18,11.91,7.26,4.73,57.2,6.39
4,12,B2P2,S,0.09,36.85,-1.16,11.93,7.26,4.76,57.2,6.37
4,13,B2P2,S,0.05,36.91,-1.17,11.91,7.26,4.79,57.2,6.4
4,14,B2P2,S,0.22,37.05,-1.18,11.99,7.28,4.72,57.2,6.54
4,15,B2P2,S,0.27,37.11,-1.17,12.02,7.33,4.65,57.2,6.63
4,16,B2P2,S,0.5,37.3,-1.12,12.02,7.29,4.54,57.17,6.79
4,17,B2P2,S,0.39,37.02,-1.13,12.11,7.37,4.72,57.05,6.61
4,18,B2P2,S,0.46,36.79,-1.12,11.99,7.34,4.79,56.94,6.46
4,19,B2P2,S,0.75,36.98,-1.05,11.95,7.28,4.77,57.15,6.54
5,20,B2P2,S,0.79,37,-1.04,11.96,7.28,4.78,57.2,6.52
5,21,B2P2,S,0.82,37,-1.04,11.95,7.28,4.8,57.2,6.47
5,22,B2P2,S,0.88,36.91,-1.01,12.04,7.34,4.71,57.2,6.45
5,23,B2P2,S,0.89,36.9,-1.01,12.04,7.33,4.77,57.2,6.42
5,0,B2P2,S,0.89,36.9,-0.98,12.03,7.32,4.77,57.2,6.4
5,1,B2P2,S,0.92,36.88,-0.98,12,7.3,4.85,57.2,6.38
5,2,B2P2,S,0.96,36.8,-1.01,11.99,7.29,4.9,57.2,6.32
5,3,B2P2,S,0.94,36.8,-0.99,11.98,7.31,4.9,57.2,6.29
5,4,B2P2,S,1.08,36.73,-0.94,11.97,7.3,4.91,57.2,6.23
5,5,B2P2,S,1.1,36.7,-0.94,11.97,7.3,4.86,57.24,6.19
5,6,B2P2,S,1.14,36.7,-0.96,11.94,7.25,4.84,57.3,6.2
5,7,B2P2,S,0.92,36.7,-1.01,11.91,7.26,4.83,57.3,6.2
5,8,B2P2,S,0.6,36.7,-1.09,11.94,7.26,4.81,57.3,6.16
5,9,B2P2,S,0.46,36.7,-1.16,11.96,7.27,4.81,57.3,6.16
5,10,B2P2,S,0.29,36.7,-1.12,11.96,7.28,4.75,57.3,6.21
5,11,B2P2,S,0.33,36.78,-1.11,11.98,7.28,4.7,57.3,6.27
5,12,B2P2,S,0.34,36.8,-1.13,11.99,7.29,4.71,57.3,6.28
5,13,B2P2,S,0.4,36.8,-1.14,12.02,7.29,4.74,57.3,6.26
5,14,B2P2,S,0.29,36.8,-1.14,12.03,7.31,4.72,57.24,6.31
5,15,B2P2,S,0.49,36.88,-1.11,12.02,7.3,4.65,57.2,6.38
5,16,B2P2,S,0.56,36.9,-1.11,12.06,7.32,4.62,57.2,6.42
5,17,B2P2,S,0.81,36.87,-1.06,12.09,7.33,4.63,57.11,6.42
5,18,B2P2,S,0.95,36.72,-1,12.12,7.35,4.62,57.02,6.38
5,19,B2P2,S,1.02,36.7,-0.99,12.12,7.36,4.7,57,6.35
6,20,B2P2,S,1.11,36.67,-0.96,12.13,7.39,4.68,57,6.32
6,21,B2P2,S,1.12,36.6,-0.97,12.11,7.35,4.69,57,6.28
6,22,B2P2,S,1.01,36.6,-0.98,12.11,7.35,4.71,57,6.27
6,23,B2P2,S,1.19,36.6,-0.96,12.1,7.32,4.74,57,6.24
6,0,B2P2,S,1.19,36.6,-0.92,12.08,7.3,4.76,57,6.21
6,1,B2P2,S,1.17,36.6,-0.97,12.04,7.29,4.78,57.03,6.19
6,2,B2P2,S,1.13,36.6,-0.96,12.02,7.29,4.78,57.1,6.21
6,3,B2P2,S,1.19,36.6,-0.92,12.01,7.28,4.8,57.1,6.17
6,4,B2P2,S,1.16,36.6,-0.95,12,7.26,4.81,57.1,6.17
6,5,B2P2,S,1.14,36.6,-0.96,11.97,7.24,4.81,57.1,6.18
6,6,B2P2,S,1.25,36.53,-0.95,11.96,7.26,4.82,57.1,6.14
6,7,B2P2,S,0.97,36.5,-1.03,11.97,7.23,4.87,57.1,6.11
6,8,B2P2,S,0.58,36.5,-1.11,11.97,7.22,4.9,57.1,6.09
6,9,B2P2,S,0.44,36.5,-1.12,11.96,7.22,4.89,57.1,6.09
6,10,B2P2,S,0.21,36.5,-1.15,11.96,7.21,4.88,57.1,6.09
6,11,B2P2,S,0.22,36.5,-1.17,11.98,7.22,4.84,57.1,6.1
6,12,B2P2,S,0.24,36.5,-1.14,12.01,7.23,4.83,57.1,6.12
6,13,B2P2,S,0.12,36.5,-1.18,12.03,7.24,4.8,57.1,6.16
6,14,B2P2,S,0.11,36.59,-1.16,12.07,7.26,4.76,57.01,6.22
6,15,B2P2,S,0.1,36.65,-1.17,12.13,7.29,4.72,56.99,6.32
6,16,B2P2,S,0.13,36.74,-1.19,12.23,7.35,4.69,56.9,6.47
6,17,B2P2,S,0.4,36.7,-1.13,12.26,7.38,4.7,56.9,6.45
6,18,B2P2,S,0.62,36.7,-1.08,12.21,7.35,4.74,57,6.37
6,19,B2P2,S,0.96,36.62,-0.99,12.16,7.31,4.76,57,6.29
7,20,B2P2,S,1.09,36.6,-0.97,12.15,7.3,4.8,57,6.25
7,21,B2P2,S,1.16,36.6,-0.96,12.15,7.3,4.81,57.1,6.22
7,22,B2P2,S,1.11,36.6,-0.97,12.13,7.29,4.82,57.1,6.19
7,23,B2P2,S,1.09,36.43,-0.96,12.14,7.29,4.84,57.1,6.1
7,0,B2P2,S,1.08,36.4,-0.97,12.14,7.3,4.85,57.1,6.06
7,1,B2P2,S,1.1,36.34,-0.94,12.14,7.29,4.84,57.1,5.98
7,2,B2P2,S,1.21,36.31,-0.91,12.12,7.32,4.86,57.12,5.94
0,20,B2P3,D,3.38,36,-0.77,11.72,6.92,2.09,54.98,6.92
0,21,B2P3,D,3.59,35.94,-0.73,11.72,6.92,2.12,54.98,6.87
0,22,B2P3,D,3.69,35.84,-0.72,11.71,6.91,2.16,54.9,6.82
0,23,B2P3,D,3.68,35.8,-0.73,11.71,6.91,2.16,54.9,6.79
0,,B2P3,D,3.86,35.8,-0.66,,6.9,2.15,54.9,6.77
0,0,B2P3,D,3.72,35.8,-0.71,11.71,6.9,2.17,54.9,6.77
0,1,B2P3,D,3.78,35.75,-0.71,11.7,6.9,2.18,54.86,6.77
0,2,B2P3,D,3.75,35.7,-0.72,11.69,6.88,2.19,54.85,6.75
0,3,B2P3,D,3.83,35.7,-0.69,11.68,6.88,2.19,54.84,6.72
0,4,B2P3,D,3.84,35.7,-0.71,11.67,6.88,2.21,54.82,6.69
0,5,B2P3,D,3.82,35.64,-0.71,11.66,6.87,2.2,54.87,6.67
0,6,B2P3,D,3.98,35.6,-0.7,11.65,6.86,2.22,54.81,6.64
0,7,B2P3,D,3.29,35.6,-0.83,11.65,6.86,2.22,54.82,6.63
0,8,B2P3,D,2.57,35.6,-0.9,11.64,6.87,2.21,54.8,6.63
0,9,B2P3,D,1.41,35.6,-1,11.65,6.87,2.19,54.8,6.66
0,10,B2P3,D,0.96,35.63,-1.05,11.67,6.88,2.19,54.8,6.69
0,11,B2P3,D,0.71,35.7,-1.07,11.68,6.89,2.14,54.8,6.75
0,12,B2P3,D,0.71,35.95,-1.08,11.7,6.9,2.11,54.9,6.93
0,13,B2P3,D,0.77,36.2,-1.09,11.69,6.89,2.03,54.81,7.23
0,14,B2P3,D,0.72,36.34,-1.12,11.69,6.89,1.97,54.74,7.41
0,15,B2P3,D,0.69,36.17,-1.12,11.72,6.9,1.97,54.43,7.43
0,16,B2P3,D,1.12,36.41,-1.07,11.71,6.89,1.96,54.61,7.57
0,17,B2P3,D,1.91,36.31,-0.97,11.74,6.91,1.99,54.69,7.42
0,18,B2P3,D,2.51,36.28,-0.95,11.76,6.92,1.99,54.67,7.38
0,19,B2P3,D,3.08,36.29,-0.86,11.76,6.92,2.02,54.64,7.43
1,20,B2P3,D,3.24,36.17,-0.81,11.76,6.92,2.01,54.53,7.36
1,21,B2P3,D,3.34,36.15,-0.8,11.74,6.91,2.03,54.55,7.34
1,22,B2P3,D,3.45,36.11,-0.78,11.74,6.9,2.03,54.6,7.27
1,23,B2P3,D,3.52,36.07,-0.76,11.73,6.89,2.06,54.6,7.21
1,,B2P3,D,3.57,35.9,-0.77,11.73,6.91,2.1,,7.15
1,0,B2P3,D,3.56,35.96,-0.76,11.72,6.89,2.07,54.6,7.14
1,1,B2P3,D,3.55,35.87,-0.75,11.72,6.89,2.09,54.51,7.1
1,2,B2P3,D,3.69,35.81,-0.73,11.71,6.88,2.1,54.49,7.05
1,3,B2P3,D,3.71,35.75,-0.73,11.69,6.87,2.11,54.46,6.98
1,4,B2P3,D,3.64,35.7,-0.74,11.66,6.86,2.14,54.48,6.93
1,5,B2P3,D,3.68,35.7,-0.72,11.66,6.85,2.14,54.6,6.88
1,6,B2P3,D,3.79,35.7,-0.74,11.64,6.85,2.14,54.6,6.85
1,7,B2P3,D,3.55,35.6,-0.79,11.63,6.84,2.16,54.6,6.82
1,8,B2P3,D,3.04,35.58,-0.86,11.61,6.83,2.17,54.61,6.77
1,9,B2P3,D,2.59,35.51,-0.91,11.61,6.84,2.16,54.52,6.74
1,10,B2P3,D,1.78,35.5,-0.99,11.63,6.84,2.14,54.5,6.73
1,11,B2P3,D,1.09,35.5,-1.03,11.65,6.86,2.12,54.4,6.73
1,12,B2P3,D,0.8,35.49,-1.07,11.68,6.86,2.09,54.4,6.79
1,13,B2P3,D,1.03,35.57,-1.05,11.7,6.87,2.06,54.4,6.88
1,14,B2P3,D,0.84,35.79,-1.08,11.7,6.88,2.01,54.4,7.02
1,15,B2P3,D,0.79,36,-1.09,11.71,6.88,1.97,54.43,7.27
1,16,B2P3,D,1.31,36.03,-1.05,11.72,6.89,1.96,54.42,7.33
1,17,B2P3,D,2.13,35.96,-0.96,11.74,6.9,1.98,54.41,7.24
1,18,B2P3,D,2.78,35.76,-0.89,11.75,6.91,2.03,54.33,7.1
1,19,B2P3,D,3.05,35.8,-0.83,11.75,6.91,2,54.4,7.15
2,20,B2P3,D,3.23,35.78,-0.79,11.75,6.91,2.01,54.38,7.13
2,21,B2P3,D,3.33,35.85,-0.79,11.74,6.9,2.02,54.4,7.16
2,22,B2P3,D,3.5,35.9,-0.75,11.74,6.9,2.02,54.4,7.18
2,23,B2P3,D,3.44,35.81,-0.77,11.73,6.88,2.04,54.34,7.18
2,,B2P3,D,3.36,,-0.76,11.73,6.88,2.03,,7.17
2,0,B2P3,D,3.38,35.8,-0.78,11.73,6.88,2.04,54.3,7.15
2,1,B2P3,D,3.55,35.8,-0.75,11.72,6.88,2.05,54.3,7.12
2,2,B2P3,D,3.57,35.74,-0.75,11.71,6.87,2.05,54.3,7.09
2,3,B2P3,D,3.53,35.7,-0.75,11.69,6.86,2.07,54.3,7.06
2,4,B2P3,D,3.48,35.69,-0.74,11.69,6.86,2.07,54.3,7.03
2,5,B2P3,D,3.63,35.6,-0.73,11.68,6.86,2.08,54.3,7.01
2,6,B2P3,D,3.77,35.56,-0.74,11.67,6.85,2.09,54.26,6.96
2,7,B2P3,D,3.32,35.45,-0.84,11.66,6.84,2.11,54.13,6.93
2,8,B2P3,D,2.88,35.4,-0.89,11.66,6.84,2.11,54.11,6.89
2,9,B2P3,D,2.61,35.4,-0.93,11.65,6.84,2.12,54.18,6.88
2,10,B2P3,D,1.91,35.39,-0.97,11.65,6.84,2.1,54.17,6.87
2,11,B2P3,D,1.63,35.24,-1.01,11.67,6.85,2.09,53.87,6.89
2,12,B2P3,D,1.26,35.25,-1.03,11.68,6.85,2.09,53.85,6.91
2,13,B2P3,D,1.45,35.3,-1.01,11.7,6.86,2.08,53.9,6.93
2,14,B2P3,D,1.47,35.37,-1.03,11.71,6.87,2.07,53.99,6.95
2,15,B2P3,D,1.05,35.4,-1.07,11.74,6.87,2.05,53.99,7
2,16,B2P3,D,1.37,35.39,-1.03,11.75,6.88,2.05,53.85,7.04
2,17,B2P3,D,2.38,35.34,-0.95,11.76,6.88,2.05,53.76,7.07
2,18,B2P3,D,2.73,35.3,-0.91,11.76,6.88,2.07,53.7,7.02
2,19,B2P3,D,3.26,35.3,-0.83,11.76,6.87,2.08,53.76,7
3,20,B2P3,D,3.39,35.21,-0.79,11.75,6.86,2.09,53.8,6.95
3,21,B2P3,D,3.52,35.2,-0.76,11.73,6.86,2.1,53.8,6.92
3,22,B2P3,D,3.55,35.15,-0.76,11.72,6.85,2.12,53.8,6.87
3,23,B2P3,D,3.59,35.08,-0.75,11.71,6.84,2.13,53.8,6.82
3,,B2P3,D,3.53,35,-0.77,11.7,6.82,2.13,,6.76
3,0,B2P3,D,3.6,35.02,-0.74,11.7,6.82,2.14,53.73,6.74
3,1,B2P3,D,3.64,35.05,-0.73,11.69,6.82,2.16,53.85,6.7
3,2,B2P3,D,3.71,35.07,-0.72,11.68,6.81,2.16,54,6.67
3,3,B2P3,D,3.64,35,-0.71,11.68,6.81,2.17,54,6.62
3,4,B2P3,D,3.67,35,-0.72,11.68,6.81,2.16,54,6.61
3,5,B2P3,D,3.64,35,-0.72,11.68,6.81,2.17,54,6.58
3,6,B2P3,D,3.79,35,-0.72,11.67,6.8,2.18,54,6.57
3,7,B2P3,D,3.19,35,-0.84,11.65,6.8,2.19,54,6.56
3,8,B2P3,D,2.74,34.94,-0.9,11.66,6.79,2.2,54,6.53
3,9,B2P3,D,2.22,34.9,-0.93,11.68,6.8,2.19,54,6.5
3,10,B2P3,D,1.21,34.9,-1.01,11.7,6.81,2.17,54,6.5
3,11,B2P3,D,0.55,34.97,-1.09,11.71,6.82,2.14,54,6.56
3,12,B2P3,D,0.45,35.11,-1.1,11.72,6.82,2.08,53.92,6.76
3,13,B2P3,D,0.74,35.33,-1.06,11.72,6.83,2.04,53.97,6.92
3,14,B2P3,D,1.11,35.4,-1.05,11.74,6.83,2.04,53.9,6.99
3,15,B2P3,D,1.06,35.4,-1.05,11.76,6.84,2.01,53.9,7
3,16,B2P3,D,0.81,35.4,-1.08,11.78,6.84,2,53.9,7.05
3,17,B2P3,D,1.27,35.4,-1.04,11.8,6.85,1.99,53.9,7.1
3,18,B2P3,D,2.21,35.36,-0.93,11.81,6.85,2.02,53.9,7.02
3,19,B2P3,D,2.8,35.32,-0.86,11.82,6.85,2.04,53.9,6.95
4,20,B2P3,D,3.02,35.2,-0.8,11.81,6.85,2.05,53.89,6.85
4,21,B2P3,D,3.25,35.12,-0.78,11.8,6.85,2.07,53.9,6.8
4,22,B2P3,D,3.43,35.07,-0.74,11.79,6.85,2.1,53.9,6.73
4,23,B2P3,D,3.51,35,-0.74,11.79,6.85,2.11,53.88,6.69
4,,B2P3,D,3.52,35,-0.77,11.79,6.84,2.1,,6.68
4,0,B2P3,D,3.54,34.98,-0.72,11.79,6.84,2.13,53.9,6.64
4,1,B2P3,D,3.57,34.9,-0.73,11.78,6.83,2.13,53.9,6.58
4,2,B2P3,D,3.54,34.85,-0.73,11.77,6.83,2.14,53.9,6.53
4,3,B2P3,D,3.56,34.8,-0.72,11.76,6.82,2.15,53.9,6.46
4,4,B2P3,D,3.51,34.8,-0.71,11.75,6.82,2.15,53.9,6.41
4,5,B2P3,D,3.61,34.7,-0.73,11.73,6.81,2.16,53.9,6.36
4,6,B2P3,D,3.64,34.65,-0.73,11.72,6.81,2.17,53.9,6.3
4,7,B2P3,D,2.88,34.55,-0.88,11.72,6.81,2.19,53.9,6.21
4,8,B2P3,D,2.22,34.5,-0.91,11.73,6.81,2.18,53.9,6.17
4,9,B2P3,D,1.6,34.5,-0.96,11.75,6.82,2.17,53.9,6.15
4,10,B2P3,D,0.83,34.52,-1.04,11.76,6.82,2.15,53.9,6.18
4,11,B2P3,D,0.61,34.6,-1.07,11.77,6.83,2.13,53.9,6.23
4,12,B2P3,D,0.59,34.6,-1.07,11.78,6.83,2.11,53.9,6.31
4,13,B2P3,D,0.7,34.66,-1.06,11.8,6.84,2.09,53.9,6.35
4,14,B2P3,D,0.9,34.77,-1.04,11.81,6.85,2.05,53.87,6.45
4,15,B2P3,D,0.97,34.83,-1.02,11.83,6.86,2.04,53.89,6.5
4,16,B2P3,D,1.5,34.91,-1,11.86,6.87,2.02,53.83,6.59
4,17,B2P3,D,1.8,34.96,-0.97,11.88,6.87,2,53.8,6.64
4,18,B2P3,D,2.46,34.9,-0.89,11.89,6.89,2.03,53.8,6.58
4,19,B2P3,D,2.9,34.9,-0.82,11.89,6.88,2.01,53.8,6.57
5,20,B2P3,D,3.04,34.79,-0.78,11.88,6.87,2.01,53.8,6.5
5,21,B2P3,D,3.08,34.8,-0.76,11.88,6.86,2.02,53.8,6.47
5,22,B2P3,D,3.27,34.72,-0.76,11.87,6.86,2.04,53.8,6.43
5,23,B2P3,D,3.28,34.7,-0.76,11.87,6.86,2.06,53.8,6.38
5,,B2P3,D,3.31,34.7,-0.82,,6.86,2.1,53.8,6.37
5,0,B2P3,D,3.38,34.69,-0.73,11.86,6.86,2.08,53.8,6.36
5,1,B2P3,D,3.44,34.6,-0.73,11.86,6.86,2.1,53.8,6.33
5,2,B2P3,D,3.49,34.6,-0.74,11.84,6.85,2.13,53.8,6.28
5,3,B2P3,D,3.5,34.59,-0.73,11.84,6.85,2.12,53.8,6.26
5,4,B2P3,D,3.5,34.5,-0.72,11.84,6.85,2.13,53.8,6.23
5,5,B2P3,D,3.49,34.5,-0.71,11.83,6.84,2.14,53.8,6.2
5,6,B2P3,D,3.64,34.5,-0.72,11.82,6.84,2.14,53.8,6.19
5,7,B2P3,D,3.18,34.5,-0.8,11.81,6.83,2.15,53.8,6.18
5,8,B2P3,D,2.45,34.5,-0.89,11.82,6.83,2.15,53.8,6.16
5,9,B2P3,D,1.96,34.5,-0.94,11.83,6.84,2.15,53.8,6.16
5,10,B2P3,D,1.29,34.5,-0.99,11.85,6.85,2.12,53.8,6.16
5,11,B2P3,D,1.31,34.5,-1,11.85,6.86,2.1,53.8,6.21
5,12,B2P3,D,1.33,34.58,-0.99,11.86,6.87,2.08,53.8,6.26
5,13,B2P3,D,1.46,34.6,-0.98,11.87,6.87,2.1,53.8,6.25
5,14,B2P3,D,1.41,34.6,-0.99,11.88,6.87,2.05,53.8,6.32
5,15,B2P3,D,1.95,34.65,-0.97,11.9,6.88,2.03,53.8,6.39
5,16,B2P3,D,2.34,34.7,-0.92,11.9,6.89,2.05,53.8,6.37
5,17,B2P3,D,2.66,34.69,-0.87,11.92,6.9,2.03,53.8,6.4
5,18,B2P3,D,3,34.55,-0.83,11.93,6.89,2.04,53.63,6.38
5,19,B2P3,D,3.23,34.5,-0.78,11.93,6.89,2.05,53.6,6.34
6,20,B2P3,D,3.28,34.5,-0.76,11.92,6.88,2.05,53.6,6.32
6,21,B2P3,D,3.36,34.4,-0.75,11.91,6.87,2.07,53.6,6.29
6,22,B2P3,D,3.44,34.4,-0.73,11.91,6.87,2.08,53.59,6.27
6,23,B2P3,D,3.5,34.34,-0.74,11.9,6.86,2.09,53.5,6.25
6,,B2P3,D,3.41,34.3,-0.75,11.9,6.86,2.11,53.5,6.24
6,0,B2P3,D,3.49,34.3,-0.72,11.89,6.85,2.11,53.5,6.21
6,1,B2P3,D,3.48,34.3,-0.73,11.88,6.85,2.13,53.56,6.17
