Time_seq,Hour,Ten_min,Pond,Treatment,Chlorophyll_RFU,Chlorophyll_ugL,Cond_uScm,BGAPC_RFU,BGAPC_ugL,ODO_sat,ODO_mgL,pH,fDOM_RFU,SpCond_uScm,Temp_C
4,11,5,B1P1,S,-0.03,1.38,38.3,-1.62,-1.62,97.78,11.98,7.3,2.24,59,6.64
4,12,0,B1P1,S,-0.02,1.44,38.32,-1.66,-1.66,97.9,11.99,7.3,2.25,59,6.65
4,12,1,B1P1,S,-0.01,1.43,38.4,-1.64,-1.64,98,12,7.3,2.22,59,6.67
4,12,2,B1P1,S,-0.1,1.16,38.4,-1.67,-1.67,98.04,12,7.3,2.23,59,6.68
4,12,3,B1P1,S,-0.05,1.31,38.4,-1.63,-1.63,98.23,12.01,7.3,2.22,59,6.7
4,12,4,B1P1,S,-0.06,1.28,38.4,-1.62,-1.62,98.28,12.01,7.3,2.21,59,6.73
4,12,5,B1P1,S,-0.05,1.3,38.48,-1.66,-1.66,98.65,12.03,7.31,2.27,59,6.81
4,13,0,B1P1,S,-0.07,1.27,38.5,-1.65,-1.65,98.75,12.04,7.31,2.2,59,6.82
4,13,1,B1P1,S,0.03,1.59,38.5,-1.63,-1.63,98.85,12.05,7.31,2.25,59,6.84
4,13,2,B1P1,S,-0.01,1.43,38.5,-1.65,-1.65,98.95,12.06,7.32,2.18,59,6.83
4,13,3,B1P1,S,0.23,2.2,38.5,-1.6,-1.6,99.02,12.07,7.33,2.18,59,6.84
4,13,4,B1P1,S,0.03,1.56,38.5,-1.66,-1.66,99.07,12.07,7.33,2.18,59,6.85
6,7,3,B1P1,S,1.02,4.68,38,-1.58,-1.58,97.4,12.02,7.26,2.31,59,6.35
6,7,4,B1P1,S,0.56,3.24,38,-1.54,-1.54,97.62,12.04,7.26,2.33,59,6.36
6,7,5,B1P1,S,0.6,3.38,37.98,-1.56,-1.56,97.7,12.05,7.27,2.19,59,6.35
6,8,0,B1P1,S,0.61,3.38,37.97,-1.56,-1.56,97.7,12.05,7.27,2.34,59,6.35
6,8,1,B1P1,S,0.71,3.7,37.92,-1.54,-1.54,97.67,12.05,7.26,2.32,59,6.35
6,8,2,B1P1,S,0.73,3.75,37.95,-1.47,-1.47,97.67,12.05,7.26,2.34,59,6.34
6,8,3,B1P1,S,0.56,3.22,37.92,-1.54,-1.54,97.67,12.05,7.27,2.36,59,6.34
6,8,4,B1P1,S,0.53,3.14,38,-1.54,-1.54,97.68,12.05,7.27,2.34,59,6.34
6,8,5,B1P1,S,0.46,2.92,38,-1.53,-1.53,97.65,12.05,7.27,2.34,59,6.34
6,9,0,B1P1,S,0.63,3.45,38,-1.54,-1.54,97.7,12.05,7.27,2.34,59,6.34
6,9,1,B1P1,S,0.68,3.61,38,-1.5,-1.5,97.7,12.06,7.27,2.38,59,6.35
6,9,2,B1P1,S,0.51,3.08,38,-1.55,-1.55,97.7,12.06,7.27,2.33,59,6.34
6,9,3,B1P1,S,0.38,2.65,37.92,-1.52,-1.52,97.7,12.06,7.27,2.33,59,6.34
6,9,4,B1P1,S,0.52,3.09,38,-1.45,-1.36,97.7,12.06,7.27,2.37,59,6.35
6,9,5,B1P1,S,0.61,3.38,37.98,-1.55,-1.55,97.75,12.06,7.27,2.33,59,6.34
6,10,0,B1P1,S,0.74,3.81,37.97,-1.52,-1.52,97.75,12.06,7.27,2.32,59,6.35
6,10,1,B1P1,S,0.66,3.55,38,-1.52,-1.52,97.77,12.06,7.27,2.32,59,6.34
6,10,2,B1P1,S,0.5,3.04,37.9,-1.56,-1.56,97.8,12.07,7.28,2.33,58.9,6.34
6,10,3,B1P1,S,0.37,2.64,37.9,-1.55,-1.55,97.8,12.07,7.28,2.32,58.9,6.35
6,10,4,B1P1,S,0.35,2.58,37.9,-1.55,-1.55,97.85,12.07,7.28,2.32,58.9,6.35
6,10,5,B1P1,S,0.41,2.75,37.9,-1.55,-1.55,97.84,12.07,7.28,2.32,58.9,6.35
6,11,0,B1P1,S,0.26,2.28,37.9,-1.57,-1.57,97.92,12.08,7.29,2.3,58.9,6.35
6,11,1,B1P1,S,0.15,1.97,37.9,-1.58,-1.58,98,12.09,7.29,2.3,58.9,6.37
6,11,2,B1P1,S,0.47,2.94,37.9,-1.52,-1.52,98,12.09,7.3,2.3,58.9,6.37
6,11,3,B1P1,S,0.52,3.12,37.9,-1.52,-1.52,98.07,12.09,7.3,2.31,58.9,6.36
6,11,4,B1P1,S,0.3,2.43,37.9,-1.56,-1.56,98.1,12.1,7.3,2.31,58.9,6.36
6,11,5,B1P1,S,0.42,2.8,37.9,-1.54,-1.54,98.2,12.11,7.31,2.3,58.9,6.36
6,12,0,B1P1,S,0.4,2.73,37.9,-1.53,-1.53,98.2,12.11,7.31,2.29,58.9,6.37
6,12,1,B1P1,S,0.64,3.48,,-1.52,-1.52,98.2,12.11,7.31,2.29,58.9,6.37
6,12,2,B1P1,S,0.26,2.29,,-1.57,-1.57,98.28,12.12,7.31,2.31,58.9,6.38
6,12,3,B1P1,S,0.42,2.81,38,-1.55,-1.55,98.38,12.12,7.32,2.29,58.9,6.38
6,12,4,B1P1,S,0.62,3.4,38,-1.54,-1.54,98.4,12.14,7.32,2.29,58.9,6.39
6,12,5,B1P1,S,0.53,3.15,38,-1.56,-1.56,98.48,12.14,7.32,2.28,58.9,6.39
6,13,0,B1P1,S,0.41,2.77,38,-1.55,-1.55,98.57,12.15,7.32,2.28,58.9,6.4
6,13,1,B1P1,S,0.34,2.55,38,-1.54,-1.54,98.68,12.16,7.32,2.27,58.9,6.4
6,13,2,B1P1,S,0.31,2.44,38,-1.54,-1.54,98.72,12.16,7.33,2.27,58.9,6.41
6,13,3,B1P1,S,0.33,2.51,38,-1.58,-1.58,98.77,12.17,7.33,2.28,58.9,6.4
6,13,4,B1P1,S,0.17,2.03,38,-1.57,-1.57,98.8,12.17,7.34,2.26,58.9,6.41
6,13,5,B1P1,S,0.26,2.31,38,-1.59,-1.59,98.78,12.17,7.34,2.26,58.9,6.42
6,14,0,B1P1,S,0.26,2.28,38,-1.59,-1.59,98.9,12.18,7.34,2.25,58.9,6.43
6,14,1,B1P1,S,0.32,2.47,38,-1.59,-1.59,98.93,12.18,7.36,2.27,58.9,6.43
6,14,2,B1P1,S,0.22,2.17,38,-1.59,-1.59,99,12.19,7.36,2.25,58.9,6.44
6,14,3,B1P1,S,0.38,2.66,38,-1.52,-1.52,99.03,12.19,7.36,2.25,58.9,6.44
6,14,4,B1P1,S,0.21,2.14,38,-1.55,-1.55,99.2,12.21,7.37,2.25,58.88,6.46
6,14,5,B1P1,S,0.26,2.29,38,-1.59,-1.59,99.28,12.21,7.37,2.24,58.85,6.47
6,15,0,B1P1,S,0.13,1.89,38,-1.57,-1.57,99.32,12.22,7.38,2.23,58.85,6.47
6,15,1,B1P1,S,0.18,2.05,38,-1.61,-1.61,99.4,12.22,7.38,2.25,58.9,6.48
6,15,2,B1P1,S,0.14,1.9,38.04,-1.55,-1.55,99.4,12.22,7.38,2.23,58.9,6.49
6,15,3,B1P1,S,0.02,1.54,38.03,-1.61,-1.61,99.65,12.24,7.39,2.23,58.78,6.53
6,15,4,B1P1,S,-0.06,1.31,38.1,-1.61,-1.61,99.9,12.26,7.39,2.21,58.77,6.56
6,15,5,B1P1,S,0.02,1.55,38.1,-1.6,-1.6,99.98,12.26,7.4,2.19,58.72,6.58
6,16,0,B1P1,S,-0.01,1.44,38.1,-1.66,-1.66,99.9,12.26,7.41,2.16,58.8,6.57
0,20,0,B1P4,NF,0.11,0.69,47.4,-0.4,-0.4,99.45,12.14,7.88,2.64,72.73,6.75
0,20,1,B1P4,NF,0.06,0.52,47.38,-0.38,-0.38,99.35,12.14,7.88,2.65,72.75,6.73
0,20,2,B1P4,NF,0.08,0.58,47.38,-0.36,-0.36,99.5,12.16,7.88,2.64,72.77,6.73
0,20,3,B1P4,NF,0.07,0.54,47.3,-0.39,-0.39,99.42,12.15,7.89,2.67,72.65,6.73
0,20,4,B1P4,NF,0.03,0.42,47.27,-0.38,-0.38,99.43,12.15,7.89,2.67,72.63,6.72
0,20,5,B1P4,NF,0.04,0.47,47.18,-0.38,-0.38,99.35,12.15,7.88,2.68,72.53,6.7
0,21,0,B1P4,NF,0.1,0.66,47.03,-0.38,-0.38,99.57,12.18,7.9,2.67,72.35,6.69
0,21,1,B1P4,NF,0.11,0.65,47.02,-0.4,-0.4,99.62,12.19,7.9,2.66,72.33,6.68
0,21,2,B1P4,NF,0.11,0.68,47.06,-0.42,-0.42,99.48,12.17,7.9,2.68,72.44,6.66
0,21,3,B1P4,NF,0.07,0.54,46.97,-0.37,-0.37,99.42,12.18,7.9,2.7,72.37,6.65
0,21,4,B1P4,NF,0.17,0.86,47,-0.37,-0.37,99.3,12.17,7.9,2.66,72.45,6.62
0,21,5,B1P4,NF,0.1,0.66,47,-0.39,-0.39,99.17,12.16,7.89,2.69,72.52,6.59
0,22,0,B1P4,NF,0.1,0.66,47.03,-0.36,-0.36,99.1,12.16,7.89,2.68,72.6,6.58
0,22,1,B1P4,NF,0.07,0.57,47,-0.38,-0.38,98.98,12.14,7.89,2.7,72.6,6.58
0,22,2,B1P4,NF,0.07,0.56,47,-0.36,-0.36,99.03,12.15,7.89,2.68,72.62,6.57
0,22,3,B1P4,NF,0.1,0.83,47,-0.38,-0.38,98.83,12.13,7.88,2.71,72.58,6.54
0,22,4,B1P4,NF,0.08,0.57,47,-0.38,-0.38,98.7,12.12,7.88,2.7,72.55,6.53
0,22,5,B1P4,NF,0.04,0.47,47,-0.39,-0.39,98.66,12.12,7.87,2.7,72.56,6.52
0,23,0,B1P4,NF,0.08,0.59,47,-0.36,-0.36,98.55,12.11,7.87,2.71,72.58,6.5
0,23,1,B1P4,NF,0.18,0.91,47,-0.38,-0.38,98.53,12.11,7.87,2.72,72.65,6.48
0,23,2,B1P4,NF,0.09,0.62,47,-0.4,-0.4,98.47,12.11,7.87,2.73,72.67,6.48
0,23,3,B1P4,NF,0.11,0.66,46.95,-0.38,-0.38,98.45,12.11,7.87,2.74,72.62,6.47
0,23,4,B1P4,NF,0.08,0.58,47,-0.4,-0.4,98.38,12.11,7.87,2.72,72.77,6.46
0,23,5,B1P4,NF,0.06,0.52,47.02,-0.39,-0.39,98.33,12.1,7.87,2.72,72.83,6.46
0,0,0,B1P4,NF,0.04,0.46,47.1,-0.38,-0.38,98.35,12.1,7.87,2.73,72.9,6.45
0,0,1,B1P4,NF,0.1,0.66,47.02,-0.38,-0.38,98.33,12.1,7.87,2.76,72.83,6.45
0,0,2,B1P4,NF,0.1,0.64,47.04,-0.36,-0.36,98.28,12.1,7.87,2.76,72.92,6.44
0,0,3,B1P4,NF,0.14,0.78,46.98,-0.36,-0.36,98.32,12.1,7.87,2.76,72.8,6.44
0,0,4,B1P4,NF,0.07,0.54,47.05,-0.38,-0.38,98.2,12.09,7.87,2.77,72.92,6.43
0,0,5,B1P4,NF,0.09,0.59,47.07,-0.37,-0.37,98.18,12.09,7.87,2.78,72.95,6.43
0,1,0,B1P4,NF,0.03,0.45,47.08,-0.38,-0.38,98.2,12.09,7.87,2.74,72.93,6.43
0,1,1,B1P4,NF,0.05,0.48,47.1,-0.38,-0.38,98.2,12.09,7.86,2.76,73.03,6.44
0,1,2,B1P4,NF,0.06,0.54,47.12,-0.39,-0.39,98.1,12.08,7.86,2.77,73.05,6.42
0,1,3,B1P4,NF,0.08,0.58,47.1,-0.37,-0.37,98.1,12.08,7.86,2.76,72.98,6.42
0,1,4,B1P4,NF,0.09,0.59,47,-0.38,-0.38,98.1,12.08,7.86,2.75,73,6.41
0,1,5,B1P4,NF,0.04,0.45,47,-0.37,-0.37,98.12,12.08,7.86,2.77,73,6.41
0,2,0,B1P4,NF,0.04,0.46,47,-0.4,-0.4,98.07,12.08,7.86,2.76,73,6.4
0,2,1,B1P4,NF,0.11,0.66,47,-0.36,-0.36,98.05,12.08,7.86,2.78,73,6.4
0,2,2,B1P4,NF,0.06,0.52,47,-0.37,-0.37,98.02,12.08,7.86,2.78,73,6.39
0,2,3,B1P4,NF,0.12,0.7,47,-0.39,-0.39,97.97,12.07,7.86,2.76,73,6.39
0,2,4,B1P4,NF,0.07,0.54,47,-0.37,-0.37,97.98,12.07,7.86,2.78,73,6.39
0,2,5,B1P4,NF,0.07,0.56,47,-0.37,-0.37,97.97,12.07,7.86,2.76,73,6.39
0,3,0,B1P4,NF,0.06,0.52,47,-0.36,-0.36,97.9,12.07,7.85,2.77,73,6.39
0,3,1,B1P4,NF,0.09,0.61,47,-0.37,-0.37,97.83,12.06,7.85,2.74,73,6.38
0,3,2,B1P4,NF,0.08,0.58,47,-0.37,-0.37,97.78,12.06,7.85,2.75,73,6.36
0,3,3,B1P4,NF,0.06,0.52,47,-0.36,-0.36,97.8,12.06,7.85,2.76,73,6.37
0,3,4,B1P4,NF,0.12,0.7,47,-0.35,-0.35,97.83,12.07,7.85,2.77,73,6.36
0,3,5,B1P4,NF,0.09,0.62,47,-0.35,-0.35,97.75,12.06,7.85,2.78,73,6.36
0,4,0,B1P4,NF,0.02,0.39,47,-0.41,-0.41,97.7,12.06,7.84,2.8,73,6.35
0,4,1,B1P4,NF,0.05,0.48,47,-0.35,-0.35,97.65,12.05,7.84,2.77,73,6.34
0,4,2,B1P4,NF,0.09,0.59,47,-0.36,-0.36,97.6,12.04,7.84,2.79,73,6.34
0,4,3,B1P4,NF,0.08,0.6,47,-0.4,-0.4,97.58,12.04,7.84,2.78,73,6.33
0,4,4,B1P4,NF,0.17,0.86,47,-0.36,-0.36,97.6,12.05,7.84,2.76,73,6.33
0,4,5,B1P4,NF,0.07,0.54,47,-0.35,-0.35,97.62,12.05,7.84,2.77,73,6.33
0,5,0,B1P4,NF,0.05,0.49,47,-0.37,-0.37,97.58,12.04,7.84,2.79,73,6.32
0,5,1,B1P4,NF,0.11,0.68,47,-0.36,-0.36,97.53,12.04,7.84,2.79,73,6.32
0,5,2,B1P4,NF,0.03,0.43,47,-0.37,-0.28,97.48,12.04,7.83,2.79,73,6.31
0,5,3,B1P4,NF,0.15,0.79,47,-0.35,-0.35,97.5,12.04,7.84,2.8,73,6.3
0,5,4,B1P4,NF,0.09,0.59,46.9,-0.36,-0.36,97.47,12.04,7.84,2.79,73,6.3
0,5,5,B1P4,NF,0.06,0.51,46.9,-0.34,-0.34,97.4,12.03,7.83,2.81,73,6.3
0,6,0,B1P4,NF,0.06,0.53,46.9,-0.37,-0.37,97.37,12.03,7.83,2.78,73,6.3
0,6,1,B1P4,NF,0.06,0.5,46.9,-0.39,-0.39,97.4,12.03,7.83,2.76,73,6.3
0,6,2,B1P4,NF,0.08,0.58,46.9,-0.38,-0.38,97.32,12.03,7.83,2.78,73,6.29
0,6,3,B1P4,NF,0.05,0.48,46.9,-0.37,-0.37,97.28,12.02,7.83,2.8,73,6.29
0,6,4,B1P4,NF,0.09,0.62,46.9,-0.36,-0.36,96.9,11.97,7.8,2.82,73,6.28
0,6,5,B1P4,NF,0.04,0.44,46.9,-0.4,-0.4,97,11.99,7.81,2.8,73.07,6.28
0,7,0,B1P4,NF,0.11,0.67,46.9,-0.39,-0.39,97.22,12.02,7.82,2.8,73.07,6.27
0,7,1,B1P4,NF,0.05,0.5,46.9,-0.38,-0.38,97.25,12.02,7.82,2.79,73.03,6.27
0,7,2,B1P4,NF,0.07,0.56,46.9,-0.36,-0.36,97.22,12.02,7.83,2.78,73.07,6.27
0,7,3,B1P4,NF,0.09,0.6,46.9,-0.37,-0.37,97.18,12.02,7.82,2.79,73.1,6.26
0,7,4,B1P4,NF,0.02,0.38,46.9,-0.36,-0.36,97.2,12.02,7.82,2.8,73.1,6.26
0,7,5,B1P4,NF,0.07,0.56,46.9,-0.36,-0.36,97.22,12.02,7.82,2.81,73.1,6.26
0,8,0,B1P4,NF,0.02,0.39,46.9,-0.38,-0.38,97.2,12.02,7.82,2.82,73.1,6.26
0,8,1,B1P4,NF,0.06,0.5,46.9,-0.33,-0.33,97.15,12.02,7.82,2.8,73.1,6.26
0,8,2,B1P4,NF,0.05,0.48,46.9,-0.4,-0.4,97.17,12.02,7.82,2.78,73.1,6.26
0,8,3,B1P4,NF,0.1,0.32,46.9,-0.37,-0.37,97.17,12.01,7.82,2.78,73.1,6.26
0,8,4,B1P4,NF,0.07,0.54,46.9,-0.37,-0.37,97.03,12.01,7.81,2.83,73.1,6.25
0,8,5,B1P4,NF,0.01,0.36,46.9,-0.35,-0.35,97,,7.81,2.78,73.1,6.25
0,9,0,B1P4,NF,-0.02,0.28,46.9,-0.39,-0.39,97.12,12.01,7.82,2.8,73.1,6.26
0,9,1,B1P4,NF,-0.03,0.26,46.9,-0.42,-0.42,97.12,12.01,7.81,2.78,73.1,6.26
0,9,2,B1P4,NF,0,0.33,46.9,-0.38,-0.38,97.12,12.01,7.82,2.77,73.1,6.26
0,9,3,B1P4,NF,0.02,0.41,46.9,-0.41,-0.41,97.1,12,7.81,2.76,73.1,6.27
0,9,4,B1P4,NF,-0.06,0.16,46.92,-0.38,-0.38,97.08,12,7.81,2.76,73.1,6.27
0,9,5,B1P4,NF,-0.02,0.25,47,-0.39,-0.39,97.15,12,7.81,2.75,73.1,6.29
0,10,0,B1P4,NF,0.02,0.62,46.95,-0.38,-0.38,97.12,12,7.81,2.75,73.1,6.3
0,10,1,B1P4,NF,-0.03,0.23,47,-0.4,-0.4,97.08,11.99,7.8,2.71,73.1,6.32
0,10,2,B1P4,NF,-0.06,0.13,47.02,-0.39,-0.39,97.22,12,7.8,2.7,73.1,6.34
0,10,3,B1P4,NF,-0.05,0.18,47.12,-0.38,-0.38,97.27,12,7.8,2.68,73.1,6.37
0,10,4,B1P4,NF,-0.02,0.29,47.08,-0.42,-0.42,97.33,12,7.8,2.69,73.1,6.38
0,10,5,B1P4,NF,-0.03,0.24,47.1,-0.37,-0.37,97.36,11.99,7.8,2.69,73.1,6.41
0,11,0,B1P4,NF,-0.05,0.19,47.17,-0.38,-0.38,97.47,12,7.8,2.68,73.1,6.44
0,11,1,B1P4,NF,-0.07,0.29,47.15,-0.38,-0.38,97.55,12,7.8,2.68,,6.45
0,11,2,B1P4,NF,-0.07,0.12,47.22,-0.37,-0.37,97.52,12,7.8,2.67,73.1,6.46
0,11,3,B1P4,NF,-0.06,0.14,47.23,-0.37,-0.37,97.57,12,7.81,2.68,73.1,6.48
0,11,4,B1P4,NF,-0.03,0.24,47.17,-0.41,-0.41,97.63,12.01,7.81,2.66,73.03,6.48
0,11,5,B1P4,NF,-0.03,0.23,47.3,-0.4,-0.4,97.67,12.01,7.81,2.7,73.12,6.49
0,12,0,B1P4,NF,0.02,0.4,47.28,-0.39,-0.39,97.63,12.01,7.81,2.69,73.15,6.48
0,12,1,B1P4,NF,0,0.34,47.2,-0.38,-0.38,97.78,12.02,7.83,2.73,73.07,6.47
0,12,2,B1P4,NF,-0.01,0.28,47.2,-0.37,-0.37,97.88,12.04,7.85,2.77,73.08,6.46
0,12,3,B1P4,NF,0.02,0.41,47.23,-0.38,-0.38,98.05,12.06,7.85,2.74,73.1,6.47
0,12,4,B1P4,NF,-0.02,0.27,47.35,-0.39,-0.39,98.28,12.05,7.84,2.65,73.03,6.58
0,12,5,B1P4,NF,-0.04,0.21,47.32,-0.41,-0.41,98.32,12.04,7.83,2.63,72.85,6.65
0,13,0,B1P4,NF,-0.06,0.14,47.35,-0.41,-0.41,98.3,12.03,7.82,2.61,72.8,6.67
0,13,1,B1P4,NF,-0.01,0.29,47.55,-0.4,-0.4,98.57,12.04,7.82,2.58,73,6.74
0,13,2,B1P4,NF,-0.03,0.22,47.55,-0.39,-0.39,98.57,12.03,7.82,2.62,72.97,6.77
0,13,3,B1P4,NF,-0.06,0.15,47.52,-0.37,-0.37,98.55,12.03,7.82,2.63,72.87,6.78
0,13,4,B1P4,NF,-0.04,0.21,47.58,-0.41,-0.41,98.88,12.05,7.83,2.6,72.88,6.82
0,13,5,B1P4,NF,-0.07,0.1,47.68,-0.39,-0.39,98.98,12.04,7.83,2.55,72.92,6.89
0,14,0,B1P4,NF,-0.06,0.16,47.75,-0.38,-0.38,99.18,12.05,7.83,2.55,72.83,6.96
0,14,1,B1P4,NF,-0.04,0.19,47.9,-0.41,-0.41,99.47,12.06,7.84,2.54,72.92,7.04
0,14,2,B1P4,NF,-0.03,0.23,47.85,-0.41,-0.41,99.58,12.07,7.84,2.54,72.73,7.07
0,14,3,B1P4,NF,-0.01,0.3,47.92,-0.42,-0.42,99.67,12.07,7.84,2.55,72.83,7.09
0,14,4,B1P4,NF,-0.01,0.28,47.88,-0.4,-0.4,99.68,12.07,7.84,2.54,72.72,7.11
0,14,5,B1P4,NF,-0.04,0.22,47.8,-0.39,-0.39,99.75,12.07,7.84,2.54,72.65,7.11
0,15,0,B1P4,NF,-0.04,0.22,47.88,-0.41,-0.41,99.8,12.08,7.84,2.53,72.67,7.13
0,15,1,B1P4,NF,0.01,0.35,47.88,-0.4,-0.4,99.78,12.07,7.84,2.54,72.67,7.13
0,15,2,B1P4,NF,-0.01,0.3,47.86,-0.41,-0.41,99.9,12.08,7.84,2.54,72.58,7.15
0,15,3,B1P4,NF,-0.01,0.3,47.85,-0.41,-0.41,99.9,12.08,7.85,2.55,72.62,7.15
0,15,4,B1P4,NF,-0.04,0.21,48.05,-0.39,-0.39,100.03,12.09,7.85,2.51,72.85,7.19
0,15,5,B1P4,NF,-0.02,0.26,47.97,-0.4,-0.4,100.13,12.09,7.85,2.51,72.68,7.2
0,16,0,B1P4,NF,0.02,0.38,47.98,-0.42,-0.42,100.22,12.1,7.86,2.53,72.62,7.23
0,16,1,B1P4,NF,0.03,0.42,48.08,-0.41,-0.41,100.38,12.11,7.86,2.53,72.7,7.26
0,16,2,B1P4,NF,0.03,0.42,48.02,-0.39,-0.39,100.5,12.11,7.86,2.5,72.6,7.29
0,16,3,B1P4,NF,0.02,0.41,48.18,-0.41,-0.41,100.6,12.12,7.87,2.52,72.73,7.31
0,16,4,B1P4,NF,0.04,0.47,48.23,-0.4,-0.4,100.65,12.12,7.87,2.55,72.83,7.32
0,16,5,B1P4,NF,0,0.35,48.2,-0.42,-0.42,100.68,12.12,7.87,2.51,72.76,7.32
0,17,0,B1P4,NF,0,0.33,48.33,-0.4,-0.4,100.78,12.13,7.88,2.54,72.92,7.35
0,17,1,B1P4,NF,0.03,0.41,48.27,-0.43,-0.43,100.83,12.14,7.88,2.52,72.85,7.34
0,17,2,B1P4,NF,0,0.33,48.3,-0.41,-0.41,100.8,12.13,7.88,2.53,72.9,7.34
0,17,3,B1P4,NF,0.04,0.43,48.32,-0.4,-0.4,100.9,12.14,7.88,2.52,72.88,7.36
0,17,4,B1P4,NF,0.05,0.5,48.3,-0.38,-0.38,100.82,12.14,7.89,2.55,72.9,7.31
0,17,5,B1P4,NF,0.02,0.4,48.3,-0.38,-0.38,100.85,12.14,7.89,2.53,72.9,7.33
0,18,0,B1P4,NF,0.07,0.55,48.32,-0.41,-0.41,100.95,12.14,7.89,2.52,72.9,7.36
0,18,1,B1P4,NF,0.04,0.45,48.32,-0.38,-0.38,101.03,12.16,7.9,2.54,72.9,7.36
0,18,2,B1P4,NF,0.04,0.46,48.33,-0.39,-0.39,101.06,12.15,7.9,2.55,72.9,7.38
0,18,3,B1P4,NF,0.06,0.51,48.27,-0.41,-0.41,100.97,12.15,7.9,2.54,72.9,7.33
0,18,4,B1P4,NF,0.07,0.54,48.32,-0.4,-0.4,101.05,12.16,7.9,2.56,72.9,7.35
0,18,5,B1P4,NF,0.1,0.64,48.38,-0.42,-0.42,101.18,12.16,7.9,2.54,72.9,7.38
0,19,0,B1P4,NF,0.06,0.51,48.4,-0.41,-0.41,101.2,12.16,7.91,2.58,72.9,7.39
0,19,1,B1P4,NF,0.05,0.5,48.4,-0.41,-0.41,101.13,12.16,7.9,2.55,72.9,7.39
0,19,2,B1P4,NF,0.08,0.59,48.4,-0.41,-0.41,101.1,12.16,7.9,2.54,72.9,7.39
0,19,3,B1P4,NF,0.1,0.65,48.4,-0.43,-0.43,101.07,12.15,7.9,2.53,72.93,7.38
0,19,4,B1P4,NF,0.07,0.54,48.4,-0.39,-0.39,101,12.14,7.9,2.54,72.9,7.37
0,19,5,B1P4,NF,0.03,0.44,48.4,-0.41,-0.41,100.94,12.14,7.9,2.55,72.92,7.36
1,20,0,B1P4,NF,0.06,0.5,48.4,-0.4,-0.4,100.97,12.14,7.89,2.53,72.95,7.39
1,20,1,B1P4,NF,0.08,0.58,48.4,-0.4,-0.4,100.93,12.14,7.89,2.56,73,7.38
1,20,2,B1P4,NF,0.07,0.56,48.4,-0.42,-0.42,100.93,12.14,7.89,2.57,72.92,7.37
1,20,3,B1P4,NF,0.12,0.7,48.4,-0.39,-0.39,100.9,12.13,7.89,2.54,72.97,7.37
1,20,4,B1P4,NF,0.08,0.57,48.4,-0.38,-0.38,100.9,12.14,7.89,2.56,73.02,7.37
1,20,5,B1P4,NF,0.04,0.47,48.4,-0.39,-0.39,100.85,12.13,7.89,2.56,73.03,7.37
1,21,0,B1P4,NF,0.06,0.53,48.4,-0.42,-0.42,100.83,12.13,7.89,2.56,73.02,7.36
1,21,1,B1P4,NF,0.07,0.56,48.4,-0.42,-0.42,100.88,12.13,7.89,2.56,73,7.38
1,21,2,B1P4,NF,0.05,0.47,48.4,-0.41,-0.41,100.92,12.14,7.89,2.55,73,7.38
1,21,3,B1P4,NF,0.07,0.54,48.4,-0.41,-0.41,100.85,12.13,7.89,2.56,73,7.37
1,21,4,B1P4,NF,0.09,0.6,48.4,-0.39,-0.39,100.7,12.11,7.89,2.58,73,7.39
1,21,5,B1P4,NF,0.1,0.63,48.4,-0.41,-0.41,100.78,12.12,7.89,2.57,73,7.37
1,22,0,B1P4,NF,0.06,0.52,48.4,-0.41,-0.41,100.83,12.13,7.89,2.56,73,7.36
1,22,1,B1P4,NF,0.07,0.54,48.4,-0.38,-0.38,100.8,12.12,7.89,2.59,73,7.35
1,22,2,B1P4,NF,0.06,0.54,48.4,-0.42,-0.42,100.75,12.12,7.89,2.59,73,7.36
1,22,3,B1P4,NF,0.09,0.62,48.42,-0.4,-0.4,100.7,12.11,7.89,2.57,73,7.37
1,22,4,B1P4,NF,0.08,0.56,48.42,-0.39,-0.39,100.67,12.11,7.89,2.55,73,7.36
1,22,5,B1P4,NF,0.05,0.5,48.36,-0.39,-0.39,100.66,12.11,7.89,2.58,73,7.35
1,23,0,B1P4,NF,0.06,0.52,48.34,-0.41,-0.41,100.57,12.11,7.89,2.58,73,7.33
1,23,1,B1P4,NF,0.11,0.68,48.3,-0.37,-0.37,100.57,12.11,7.89,2.6,73,7.31
1,23,2,B1P4,NF,0.07,0.55,48.3,-0.38,-0.38,100.57,12.12,7.89,2.61,73,7.3
1,23,3,B1P4,NF,0.05,0.49,48.3,-0.38,-0.38,100.5,12.11,7.89,2.58,73,7.27
1,23,4,B1P4,NF,0.08,0.6,48.3,-0.4,-0.4,100.5,12.12,7.89,2.6,73.03,7.26
1,23,5,B1P4,NF,0.04,0.46,48.3,-0.39,-0.39,100.5,12.12,7.89,2.6,73.07,7.27
1,0,0,B1P4,NF,0.05,0.49,48.28,-0.41,-0.41,100.42,12.11,7.89,2.59,73,7.26
1,0,1,B1P4,NF,0.04,0.45,48.3,-0.39,-0.39,100.35,12.1,7.89,2.63,,7.25
1,0,2,B1P4,NF,0.12,0.69,48.28,-0.39,-0.39,100.32,12.1,7.89,2.61,73,7.26
1,0,3,B1P4,NF,0.06,0.51,48.3,-0.4,-0.4,100.23,12.09,7.89,2.61,73,7.24
1,0,4,B1P4,NF,0.07,0.56,48.3,-0.38,-0.38,100.17,12.09,7.88,2.61,73.1,7.23
